Date,ASHR40 SJ EQUITY_price
7/2/2010,2334
7/5/2010,2321
7/6/2010,2377
7/7/2010,2388
7/8/2010,2406
7/9/2010,2426
7/12/2010,2419
7/13/2010,2450
7/14/2010,2443
7/15/2010,2441
7/16/2010,2447
7/19/2010,2430
7/20/2010,2427
7/21/2010,2476
7/22/2010,2520
7/23/2010,2534
7/26/2010,2530
7/27/2010,2531
7/28/2010,2525
7/29/2010,2535
7/30/2010,2523
8/2/2010,2580
8/3/2010,2555
8/4/2010,2547
8/5/2010,2547
8/6/2010,2522
8/10/2010,2486
8/11/2010,2442
8/12/2010,2440
8/13/2010,2445
8/16/2010,2456
8/17/2010,2465
8/18/2010,2427
8/19/2010,2412
8/20/2010,2400
8/23/2010,2438
8/24/2010,2403
8/25/2010,2347
8/26/2010,2393
8/27/2010,2373
8/30/2010,2414
8/31/2010,2420
9/1/2010,2488
9/2/2010,2480
9/3/2010,2490
9/6/2010,2501
9/7/2010,2471
9/8/2010,2497
9/9/2010,2502
9/10/2010,2512
9/13/2010,2557
9/14/2010,2558
9/15/2010,2560
9/16/2010,2556
9/17/2010,2548
9/20/2010,2578
9/21/2010,2580
9/22/2010,2578
9/23/2010,2576
9/27/2010,2575
9/28/2010,2575
9/29/2010,2581
9/30/2010,2615
10/1/2010,2598
10/4/2010,2601
10/5/2010,2630
10/6/2010,2644
10/7/2010,2627
10/8/2010,2639
10/11/2010,2654
10/12/2010,2657
10/13/2010,2704
10/14/2010,2702
10/15/2010,2682
10/18/2010,2691
10/19/2010,2671
10/20/2010,2679
10/21/2010,2714
10/22/2010,2681
10/25/2010,2697
10/26/2010,2684
10/27/2010,2665
10/28/2010,2689
10/29/2010,2711
11/1/2010,2728
11/2/2010,2725
11/3/2010,2743
11/4/2010,2790
11/5/2010,2808
11/8/2010,2801
11/9/2010,2826
11/10/2010,2810
11/11/2010,2816
11/12/2010,2829
11/15/2010,2841
11/16/2010,2804
11/17/2010,2795
11/18/2010,2818
11/19/2010,2798
11/22/2010,2799
11/23/2010,2749
11/24/2010,2772
11/25/2010,2788
11/26/2010,2778
11/29/2010,2734
11/30/2010,2690
12/1/2010,2742
12/2/2010,2775
12/3/2010,2799
12/6/2010,2826
12/7/2010,2840
12/8/2010,2840
12/9/2010,2824
12/10/2010,2812
12/13/2010,2820
12/14/2010,2830
12/15/2010,2835
12/17/2010,2831
12/20/2010,2831
12/21/2010,2864
12/22/2010,2861
12/23/2010,2867
12/24/2010,2854
12/28/2010,2855
12/29/2010,2866
12/30/2010,2875
12/31/2010,2862
1/3/2011,2883
1/4/2011,2893
1/5/2011,2850
1/6/2011,2858
1/7/2011,2839
1/10/2011,2822
1/11/2011,2870
1/12/2011,2904
1/13/2011,2918
1/14/2011,2922
1/17/2011,2892
1/18/2011,2922
1/19/2011,2904
1/20/2011,2853
1/21/2011,2883
1/24/2011,2857
1/25/2011,2835
1/26/2011,2868
1/27/2011,2884
1/28/2011,2826
1/31/2011,2813
2/1/2011,2861
2/2/2011,2925
2/3/2011,2960
2/4/2011,2972
2/7/2011,2962
2/8/2011,2961
2/9/2011,2950
2/10/2011,2922
2/11/2011,2981
2/14/2011,2992
2/15/2011,2987
2/16/2011,2958
2/17/2011,2949
2/18/2011,2929
2/21/2011,2956
2/22/2011,2922
2/23/2011,2874
2/24/2011,2857
2/25/2011,2880
2/28/2011,2905
3/1/2011,2885
3/2/2011,2880
3/3/2011,2919
3/4/2011,2917
3/7/2011,2923
3/8/2011,2877
3/9/2011,2875
3/10/2011,2783
3/11/2011,2814
3/14/2011,2787
3/15/2011,2726
3/16/2011,2766
3/17/2011,2776
3/18/2011,2772
3/22/2011,2790
3/23/2011,2824
3/24/2011,2867
3/25/2011,2859
3/28/2011,2830
3/29/2011,2863
3/30/2011,2918
3/31/2011,2906
4/1/2011,2918
4/4/2011,2931
4/5/2011,2950
4/6/2011,2970
4/7/2011,2947
4/8/2011,2963
4/11/2011,2969
4/12/2011,2912
4/13/2011,2924
4/14/2011,2930
4/15/2011,2910
4/18/2011,2827
4/19/2011,2873
4/20/2011,2946
4/21/2011,2958
4/26/2011,2957
4/28/2011,2952
4/29/2011,2968
5/3/2011,2916
5/4/2011,2870
5/5/2011,2843
5/6/2011,2875
5/9/2011,2848
5/10/2011,2897
5/11/2011,2892
5/12/2011,2856
5/13/2011,2883
5/16/2011,2905
5/17/2011,2871
5/19/2011,2879
5/20/2011,2866
5/23/2011,2825
5/24/2011,2859
5/25/2011,2865
5/26/2011,2885
5/27/2011,2923
5/30/2011,2924
5/31/2011,2940
6/1/2011,2915
6/2/2011,2870
6/3/2011,2837
6/6/2011,2840
6/7/2011,2861
6/8/2011,2831
6/9/2011,2847
6/10/2011,2794
6/13/2011,2790
6/14/2011,2803
6/15/2011,2780
6/17/2011,2746
6/20/2011,2744
6/21/2011,2779
6/22/2011,2760
6/23/2011,2716
6/24/2011,2753
6/27/2011,2762
6/28/2011,2801
6/29/2011,2844
6/30/2011,2853
7/1/2011,2858
7/4/2011,2873
7/5/2011,2890
7/6/2011,2877
7/7/2011,2894
7/8/2011,2862
7/11/2011,2849
7/12/2011,2857
7/13/2011,2896
7/14/2011,2885
7/15/2011,2892
7/18/2011,2854
7/19/2011,2870
7/20/2011,2871
7/21/2011,2877
7/22/2011,2867
7/25/2011,2871
7/26/2011,2852
7/27/2011,2824
7/28/2011,2810
7/29/2011,2786
8/1/2011,2795
8/2/2011,2756
8/3/2011,2724
8/4/2011,2632
8/5/2011,2604
8/8/2011,2523
8/10/2011,2548
8/11/2011,2635
8/12/2011,2666
8/15/2011,2703
8/16/2011,2682
8/17/2011,2702
8/18/2011,2611
8/19/2011,2618
8/22/2011,2628
8/23/2011,2611
8/24/2011,2647
8/25/2011,2620
8/26/2011,2629
8/29/2011,2715
8/30/2011,2719
8/31/2011,2777
9/1/2011,2785
9/2/2011,2727
9/5/2011,2674
9/6/2011,2636
9/7/2011,2740
9/8/2011,2779
9/9/2011,2730
9/12/2011,2680
9/13/2011,2701
9/14/2011,2742
9/15/2011,2796
9/16/2011,2800
9/19/2011,2794
9/20/2011,2833
9/21/2011,2829
9/22/2011,2733
9/23/2011,2713
9/26/2011,2646
9/27/2011,2750
9/28/2011,2705
9/29/2011,2641
9/30/2011,2634
10/3/2011,2662
10/4/2011,2591
10/5/2011,2624
10/6/2011,2667
10/7/2011,2700
10/10/2011,2776
10/11/2011,2763
10/12/2011,2792
10/13/2011,2762
10/14/2011,2791
10/17/2011,2788
10/18/2011,2783
10/19/2011,2798
10/20/2011,2764
10/21/2011,2824
10/24/2011,2845
10/25/2011,2843
10/26/2011,2852
10/27/2011,2922
10/28/2011,2965
10/31/2011,2909
11/1/2011,2845
11/2/2011,2891
11/3/2011,2893
11/4/2011,2864
11/7/2011,2924
11/8/2011,2938
11/9/2011,2875
11/10/2011,2892
11/11/2011,2893
11/14/2011,2906
11/15/2011,2938
11/16/2011,2938
11/17/2011,2914
11/18/2011,2851
11/21/2011,2782
11/22/2011,2808
11/23/2011,2769
11/24/2011,2792
11/25/2011,2785
11/28/2011,2851
11/29/2011,2835
11/30/2011,2953
12/1/2011,2947
12/2/2011,2931
12/5/2011,2951
12/6/2011,2940
12/7/2011,2942
12/8/2011,2939
12/9/2011,2929
12/12/2011,2888
12/13/2011,2883
12/14/2011,2836
12/15/2011,2860
12/19/2011,2827
12/20/2011,2834
12/21/2011,2818
12/22/2011,2830
12/23/2011,2864
12/28/2011,2859
12/29/2011,2849
12/30/2011,2847
1/3/2012,2928
1/4/2012,2937
1/5/2012,2906
1/6/2012,2922
1/9/2012,2925
1/10/2012,2949
1/11/2012,2928
1/12/2012,2945
1/13/2012,2935
1/16/2012,2966
1/17/2012,2986
1/18/2012,2998
1/19/2012,3002
1/20/2012,3013
1/23/2012,3038
1/24/2012,3018
1/25/2012,3008
1/26/2012,3051
1/27/2012,3033
1/30/2012,3007
1/31/2012,3018
2/1/2012,3052
2/2/2012,3073
2/3/2012,3072
2/6/2012,3051
2/7/2012,3030
2/8/2012,3057
2/9/2012,3060
2/10/2012,3022
2/13/2012,3053
2/14/2012,3045
2/15/2012,3039
2/16/2012,3012
2/17/2012,3037
2/20/2012,3040
2/21/2012,3044
2/22/2012,3030
2/23/2012,3040
2/24/2012,3057
2/27/2012,3022
2/28/2012,3055
2/29/2012,3061
3/1/2012,3060
3/2/2012,3047
3/5/2012,3035
3/6/2012,2972
3/7/2012,2993
3/8/2012,3007
3/9/2012,3021
3/12/2012,3019
3/13/2012,3044
3/14/2012,3066
3/15/2012,3047
3/16/2012,3054
3/19/2012,3055
3/20/2012,3017
3/22/2012,2985
3/23/2012,2987
3/26/2012,2986
3/27/2012,3001
3/28/2012,2978
3/29/2012,2963
3/30/2012,2967
4/2/2012,3007
4/3/2012,3028
4/4/2012,2949
4/5/2012,2986
4/10/2012,2974
4/11/2012,2978
4/12/2012,2990
4/13/2012,2982
4/16/2012,2982
4/17/2012,2991
4/18/2012,3018
4/19/2012,3023
4/20/2012,3035
4/23/2012,2984
4/24/2012,2999
4/25/2012,3018
4/26/2012,3041
4/30/2012,3053
5/2/2012,3060
5/3/2012,3051
5/4/2012,3022
5/7/2012,3006
5/8/2012,2967
5/9/2012,2960
5/10/2012,3006
5/11/2012,3023
5/14/2012,2974
5/15/2012,2971
5/16/2012,3000
5/17/2012,2977
5/18/2012,2937
5/21/2012,2931
5/22/2012,2970
5/23/2012,2913
5/24/2012,2929
5/25/2012,2926
5/28/2012,2935
5/29/2012,2971
5/30/2012,2924
5/31/2012,2937
6/1/2012,2934
6/4/2012,2931
6/5/2012,2935
6/6/2012,2985
6/7/2012,3011
6/8/2012,2987
6/11/2012,2983
6/12/2012,3005
6/13/2012,3021
6/14/2012,3001
6/15/2012,3014
6/18/2012,3064
6/19/2012,3089
6/20/2012,3094
6/21/2012,3069
6/22/2012,3021
6/25/2012,2978
6/26/2012,2981
6/27/2012,2969
6/28/2012,2922
6/29/2012,2965
7/2/2012,2958
7/3/2012,2987
7/4/2012,2989.5
7/5/2012,3008.5
7/6/2012,3007
7/9/2012,2979
7/10/2012,2986
7/11/2012,2958
7/12/2012,2927
7/13/2012,2968
7/16/2012,2960
7/17/2012,2956
7/18/2012,2993
7/19/2012,3018
7/20/2012,3008
7/23/2012,2970
7/24/2012,2988
7/25/2012,2992
7/26/2012,3018
7/27/2012,3052
7/30/2012,3079
7/31/2012,3040
8/1/2012,3088
8/2/2012,3084
8/3/2012,3104
8/6/2012,3125
8/7/2012,3129
8/8/2012,3131
8/10/2012,3140
8/13/2012,3130
8/14/2012,3145
8/15/2012,3144
8/16/2012,3166
8/17/2012,3149
8/20/2012,3141
8/21/2012,3175
8/22/2012,3153
8/23/2012,3173
8/24/2012,3169
8/27/2012,3182
8/28/2012,3168
8/29/2012,3165
8/30/2012,3124
8/31/2012,3133
9/3/2012,3149
9/4/2012,3114
9/5/2012,3107
9/6/2012,3168
9/7/2012,3179
9/10/2012,3168
9/11/2012,3159
9/12/2012,3188
9/13/2012,3198
9/14/2012,3265
9/17/2012,3248
9/18/2012,3252
9/19/2012,3254
9/20/2012,3243
9/21/2012,3230
9/25/2012,3213
9/26/2012,3153
9/27/2012,3176
9/28/2012,3189
10/1/2012,3210
10/2/2012,3204
10/3/2012,3150
10/4/2012,3201
10/5/2012,3237
10/8/2012,3173.5
10/9/2012,3203
10/10/2012,3210
10/11/2012,3245
10/12/2012,3236
10/15/2012,3255
10/16/2012,3285
10/17/2012,3313
10/18/2012,3291
10/19/2012,3270
10/22/2012,3289
10/23/2012,3259
10/24/2012,3287
10/25/2012,3291
10/26/2012,3282
10/29/2012,3299
10/30/2012,3310
10/31/2012,3311
11/1/2012,3334
11/2/2012,3361
11/5/2012,3352
11/6/2012,3354
11/7/2012,3339
11/8/2012,3351
11/9/2012,3322
11/12/2012,3335
11/13/2012,3328
11/14/2012,3313
11/15/2012,3294
11/16/2012,3272
11/19/2012,3313
11/20/2012,3320
11/21/2012,3337
11/22/2012,3372
11/23/2012,3374
11/26/2012,3363
11/27/2012,3369
11/28/2012,3333
11/29/2012,3378
11/30/2012,3397
12/3/2012,3392
12/4/2012,3384
12/5/2012,3404
12/6/2012,3412
12/7/2012,3402
12/10/2012,3421
12/11/2012,3437
12/12/2012,3455
12/13/2012,3442
12/14/2012,3441
12/18/2012,3460
12/19/2012,3485
12/20/2012,3480
12/21/2012,3474
12/24/2012,3478
12/27/2012,3500
12/28/2012,3495
12/31/2012,3482
1/2/2013,3565
1/3/2013,3580
1/4/2013,3582
1/7/2013,3566
1/8/2013,3566
1/9/2013,3582
1/10/2013,3584
1/11/2013,3581
1/14/2013,3570
1/15/2013,3552
1/16/2013,3550
1/17/2013,3557
1/18/2013,3574
1/21/2013,3558
1/22/2013,3551
1/23/2013,3575
1/24/2013,3617
1/25/2013,3607
1/28/2013,3618
1/29/2013,3625
1/30/2013,3610
1/31/2013,3611
2/1/2013,3623
2/4/2013,3622
2/5/2013,3630
2/6/2013,3616
2/7/2013,3628
2/8/2013,3648
2/11/2013,3643
2/12/2013,3629
2/13/2013,3640
2/14/2013,3629
2/15/2013,3626
2/18/2013,3610
2/19/2013,3634
2/20/2013,3603
2/21/2013,3530
2/22/2013,3526
2/25/2013,3537
2/26/2013,3515.5
2/27/2013,3486
2/28/2013,3527
3/1/2013,3566
3/4/2013,3547
3/5/2013,3616
3/6/2013,3602
3/7/2013,3629
3/8/2013,3627
3/11/2013,3652
3/12/2013,3652
3/13/2013,3647
3/14/2013,3651
3/15/2013,3643
3/18/2013,3615
3/19/2013,3602
3/20/2013,3598
3/22/2013,3579
3/25/2013,3571
3/26/2013,3593
3/27/2013,3561
3/28/2013,3530
4/2/2013,3547
4/3/2013,3487
4/4/2013,3455
4/5/2013,3400
4/8/2013,3409
4/9/2013,3401
4/10/2013,3454
4/11/2013,3454
4/12/2013,3410
4/15/2013,3359
4/16/2013,3401
4/17/2013,3335
4/18/2013,3349
4/19/2013,3399
4/22/2013,3376
4/23/2013,3431
4/24/2013,3436
4/25/2013,3469
4/26/2013,3460
4/29/2013,3457
4/30/2013,3424
5/2/2013,3460
5/3/2013,3518
5/6/2013,3537
5/7/2013,3542
5/8/2013,3597
5/9/2013,3586
5/10/2013,3579
5/13/2013,3592
5/14/2013,3625
5/15/2013,3650
5/16/2013,3700
5/17/2013,3695
5/20/2013,3675
5/21/2013,3748
5/22/2013,3750
5/23/2013,3650
5/24/2013,3661
5/27/2013,3709
5/28/2013,3766
5/29/2013,3695
5/30/2013,3767
5/31/2013,3779
6/3/2013,3680
6/4/2013,3657
6/5/2013,3647
6/6/2013,3607
6/7/2013,3651
6/10/2013,3669
6/11/2013,3544
6/12/2013,3561
6/13/2013,3565
6/14/2013,3612
6/18/2013,3681
6/19/2013,3659
6/20/2013,3540
6/21/2013,3488
6/24/2013,3383
6/25/2013,3420
6/26/2013,3458
6/27/2013,3466
6/28/2013,3500
7/1/2013,3536
7/2/2013,3526
7/3/2013,3483
7/4/2013,3552
7/5/2013,3469
7/8/2013,3537
7/9/2013,3531
7/10/2013,3515
7/11/2013,3608
7/12/2013,3624
7/15/2013,3620
7/16/2013,3585
7/17/2013,3643
7/18/2013,3659
7/19/2013,3603
7/22/2013,3639
7/23/2013,3666
7/24/2013,3638
7/25/2013,3625
7/26/2013,3603
7/29/2013,3636
7/30/2013,3652
7/31/2013,3683
8/1/2013,3738
8/2/2013,3722
8/5/2013,3735
8/6/2013,3713
8/7/2013,3717
8/8/2013,3731
8/12/2013,3807
8/13/2013,3830
8/14/2013,3868
8/15/2013,3820
8/16/2013,3874
8/19/2013,3860
8/20/2013,3849
8/21/2013,3851
8/22/2013,3879
8/23/2013,3875
8/26/2013,3902
8/27/2013,3883
